Title,Description,Source,Published Date,URL,Sentiment Score,Transport Status,Lead Time (days),Geopolitical Risk,route_risk_level,Risk Factor
Sugar Prices Pressured by Brazilian Real Weakness,"Less than $10/month! View ALL results for your Stocks, ETFs and Funds Screeners with Barchart Plus.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- ResourcesEuropean FuturesEuropean Groupings
- ï¿½",Biztoc.com,01-03-2025 01:16,https://biztoc.com/x/66f55561acf3252c,0.063888889,Delayed,17,Low,8.816452118,Medium
MSCHF's Rock Candy is the Ultimate Valentine's Treat,"""Every kiss begins with M(SCHF)!""Just in time for Valentineï¿½s Day, MSCHF puts a playful twist on luxury with Rock Candy -- a diamond-encased candy ring that transforms the nostalgic Ring Pop into a true statement piece.Available in sizes 7 and 9, Rock Candy cï¿½",HYPEBEAST,06-02-2025 14:31,https://hypebeast.com/2025/2/mschfs-rock-candy-diamond-sterling-silver-ring-release-info,-0.075,Delayed,17,Medium,0.549557382,Low
Addiction Economy,"Hair of the Dawg Itï¿½s the final day of Dry January. I tried it, didnï¿½t last. Iï¿½m now drinking (again) like a Pan Am pilot in the seventies. Anyway, the 22% of U.S. adults who abstained from alcohol this month will get a personality upgrade just in time for thï¿½",Profgalloway.com,01-02-2025 22:02,https://www.profgalloway.com/addiction-economy/,-0.022222222,On Time,11,High,9.990366422,High
Ozempic helped people drink less alcohol in a major study ï¿½ unlocking a whole new playground for drug developers,A small but significant new study showed low doses of Ozempic helped people to drink less. Scientists are starting to understand why.,Business Insider,17-02-2025 20:42,https://www.businessinsider.com/ozempic-curbs-alcohol-cravings-could-disrupt-addiction-treatment-2025-2,0.015782828,Delivered,16,Low,0.517152006,Low
"""Honestï¿½ placebos: Sugar pills can work even when you know they're fake",A fascinating study published in 2018 found patients suffering from cancer-related fatigue displayed significant improvement in their symptoms after being given an inert placebo. All the subjects were told at the beginning of the trial that the pills they werï¿½,New Atlas,22-02-2025 16:33,https://newatlas.com/medical/honest-placebos-sugar-pills-work-even-when-you-know-fake/,0.5375,On Time,1,Medium,4.890237993,Low
10-pk 15-ct Wrigley's Extra Gum (Peppermint) $6 w/ Subscribe & Save,Woot [woot.com] has * 10-Pack 15-Count Wrigley's Extra Gum (Peppermint) *for *$5.99*. Shipping is free w/ Prime. Otherwise shipping is $6.,Slickdeals.net,25-02-2025 03:33,https://slickdeals.net/f/18139450-10-pack-15-count-wrigley-s-extra-gum-peppermint-5-99-free-shipping-w-prime?utm_source=rss&utm_content=fp&utm_medium=RSS2,0.2,Pending,9,High,8.002439103,High
All resources list in Civilization 7,"The list of resources in Civilization 7 long and, technically, winding. Some resources come and go as time passes, while others change categories and provide different bonuses depending on the age. Resources can make a serious difference in the life of your cï¿½",Polygon,08-02-2025 03:58,https://www.polygon.com/civilization-7-guides/520959/resources-list-all-civ-7,-0.095833333,Pending,29,Low,7.7066153,Medium
Nutrition labels meant to promote healthy eating could discourage purchases,"As the U.S. Food and Drug Administration weighs whether to require front-of-package food labels, a new study shows some food labels designed to nudge Americans toward healthier food choices can have the opposite effect.",Science Daily,07-02-2025 00:16,https://www.sciencedaily.com/releases/2025/02/250206134602.htm,0.068181818,Delayed,18,Medium,4.602647644,Low
Rapsody and Erykah Badu Win Best Melodic Rap Performance for ï¿½3:AMï¿½ at 2025 Grammys,"Ahead of Beyoncï¿½, Future, Latto, Jordan Adetunji, and more",Pitchfork,03-02-2025 03:43,https://pitchfork.com/news/rapsody-and-erykah-badu-win-best-melodic-rap-performance-for-3am-at-2025-grammys/,0.25,Delivered,4,High,2.645298163,High
All The Movie-Inspired Food Iï¿½m Serving at My Oscars Party This Year,"Welcome to the latest edition of Come On Over, Food52 editorial director Julie Vadnal's newsletter that's all about hosting gatherings big and smallï¿½without losing your cool. Got company? Sign up here for her emails.
 
 The only thing I enjoy more than hostinï¿½",Food52.com,22-02-2025 14:30,https://food52.com/blog/28698-2025-oscars-party-menu-ideas,0.364285714,In Transit,10,Low,8.612389869,Medium
I Made My Own Marshmallowsï¿½But With an Herbal Twist,"It wasnï¿½t too long ago that I got massive heat on the internet for using marshmallow fluff in a fun little beverage. Funny enough, marshmallows, to an extent, are trending again. But this time, itï¿½s homemade marshmallows using marshmallow root and honey insteï¿½",Food52.com,19-02-2025 20:21,https://food52.com/blog/28689-trending-marshmallows-honey-viral,0.030357143,Delivered,30,Medium,9.998985594,Medium
More Than Mezcal: A Dive Into Oaxacaï¿½s High-End Cocktail Scene,"Using local ingredients like hoja santa, huitlacoche, insects, and a variety of mercurial spirits, bartenders in the Mexican city are testing the boundaries of flavor and presentation.",Wired,06-02-2025 19:30,https://www.wired.com/story/oaxaca-cocktails/,0.0,Delivered,1,High,0.179775207,High
Oscar-nominated documentary exposes horrifying truths about Indian residential schools,The discovery of hundreds of unmarked graves at an Indian residential school in Canada in 2021 was just the catalyst for ï¿½Sugarcane.ï¿½  Julian Brave NoiseCat ...,Yahoo Entertainment,14-02-2025 21:33,https://www.yahoo.com/news/oscar-nominated-documentary-exposes-horrifying-160334388.html,0.8,Delivered,27,Low,9.993255667,Medium
Why Chocolate Is Suddenly So Expensive,"Rising temperatures, erratic rainfall, and other climate impacts are throttling cocoa production and driving up chocolate prices.",Gizmodo.com,24-02-2025 00:49,https://gizmodo.com/why-chocolate-is-suddenly-so-expensive-2000567465,-0.125,Pending,5,Medium,8.892807765,Medium
ï¿½Sugarcaneï¿½ Directors Think Artists Have a ï¿½Responsibilityï¿½ as the World Moves ï¿½Towards Authoritarianismï¿½,"Julian BraveNoiseCat and Emily Kassie, directors of 'Sugarcane,' think artists must fight 'authoritarianism' as the world moves closer towards it.",IndieWire,23-02-2025 03:42,https://www.indiewire.com/news/events/sugarcane-directors-artists-must-fight-authoritarianism-1235098011/,0.0,Delayed,2,High,0.944302351,High
32-Oz Heinz Tomato Ketchup Bottle $2.45 w/ Subscribe & Save,*Amazon [amazon.com]* has *32-Oz Heinz Tomato Ketchup* for $3.49 - 5% with Subscribe & Save - 25% when you 'clip' product page coupon = *$2.44*. Shipping is free w/ Prime or on $35+.,Slickdeals.net,03-02-2025 22:39,https://slickdeals.net/f/18096610-32-oz-heinz-tomato-ketchup-2-44-w-s-s-free-shipping-w-prime-or-on-35?utm_source=rss&utm_content=fp&utm_medium=RSS2,0.4,Delayed,29,Low,3.32239908,Low
UGG Debuts New Vibram Sole In SS25 Collection,"UGG has revamped some of its iconic styles just in time for warmer weather. Launching as the first chapter in its new brand, low-profile cozy classics have been given a spring cleaning. Known for its timeless and functional footwear, UGG's new Spring/Summer 2ï¿½",HYPEBEAST,28-02-2025 04:09,https://hypebeast.com/2025/2/ugg-spring-summer-2025-collection-release-info,0.164545455,In Transit,25,Medium,5.457939547,Medium
"In ï¿½Sugarcaneï¿½, ï¿½The Ghosts Come Home To Tell The Storyï¿½ Of Indigenous Kids Abused At Indian Residential School ï¿½ Contenders Film: The Nominees","The systematic abuse of Indigenous children at Indian Residential Schools barely received attention in North America despite going on for generations. That has finally changed in the past year in large part through the profound impact of Sugarcane, the Oscar-ï¿½",Deadline,09-02-2025 00:40,http://deadline.com/2025/02/sugarcane-directors-emily-kassie-julian-brave-noisecat-interview-1236280913/,0.01952381,Pending,21,High,8.511147061,High
"Roll Camera: Inaugural Ladyface Mountain Film Festival Set To Open Thursday In Agoura Hills, Just Outside L.A.","Americaï¿½s newest film festival is about to get underway, in Hollywoodï¿½s backyard. The Ladyface Mountain Film Festival in Agoura Hills, about 30 miles to the west of the movie capital, opens Thursday with a screening of the Oscar-nominated documentary Sugarcanï¿½",Deadline,05-02-2025 22:30,http://deadline.com/2025/02/ladyface-mountain-film-festival-inaugural-event-1236278791/,0.0,Pending,2,Low,0.523320686,Low
A 10-year-old's story of family immigration that spans three continents,"A California fourth-grader's interview with her grandfather, who was forced out of Uganda before moving to the U.S., is one of our outstanding podcasts.",NPR,24-02-2025 16:30,https://www.npr.org/2025/02/24/nx-s1-5258945/family-india-immigration-student-podcast-uganda,0.1,Pending,7,Medium,0.065490918,Low
WATCH: Whale momentarily swallows kayaker in Chile,Adriï¿½n Simancas was out kayaking with his dad off the coast of Chile on Saturday when the whale engulfed him and his boat and let him go just seconds later.,ABC News,14-02-2025 18:46,https://abcnews.go.com/GMA/News/video/whale-momentarily-swallows-kayaker-chile-118817176,0.0,Pending,26,High,0.028280073,High
WATCH: Playful polar bear cub climbs on its mom,"A loving moment between a mother polar bear and a cub was captured on video at Wapusk National Park in Manitoba, Canada.",ABC News,15-02-2025 02:33,https://abcnews.go.com/GMA/Living/video/playful-polar-bear-cub-climbs-mom-118840082,0.258333333,Delayed,3,Low,7.285998881,Medium
WATCH: Dog's love of 'Bluey' goes viral,It really is the paw-fect show for furbabies everywhere.,ABC News,15-02-2025 03:57,https://abcnews.go.com/GMA/Living/video/dogs-love-bluey-viral-118845510,0.2,On Time,17,Medium,2.752590716,Low
WATCH: 10-year-old battling cancer has Cinderella dream come true,"Thanks to Make-A-Wish, Rita was able to see how Disneyï¿½s costumes came to life and design her own custom dress.",ABC News,15-02-2025 00:39,https://abcnews.go.com/GMA/Living/video/10-year-battling-cancer-cinderella-dream-true-118833136,0.433333333,In Transit,13,High,9.808444342,High
WATCH: School bus driver keeps calm after being hit with flying metal,Washington state bus driver Stewart O'Leary is being hailed as a hero and on the mend after he was struck by a piece of flying metal while driving a high school girls basketball team to a game.,ABC News,14-02-2025 18:46,https://abcnews.go.com/GMA/News/video/school-bus-driver-calm-after-hit-flying-metal-118817181,-0.12,On Time,13,Low,7.464607765,Medium
The Oscar ï¿½Nominees to Be Determinedï¿½ Have Been Determined,"Producers have been announced for Best Picture, Best Animated Feature, and Best Documentary Feature ï¿½ with notable names like 'The Brutalist' co-writer and producer Mona Fastvold left out.",IndieWire,11-02-2025 05:45,https://www.indiewire.com/news/breaking-news/oscars-producer-nominees-best-picture-documentary-animated-feature-1235093758/,0.583333333,On Time,5,Medium,9.559764232,Medium
Use This Access Code to Get 70% Off Cariuma Shoes and Sneakers Online,Cariuma's End of Season sale discounts men's and women's shoes by up to 70% off. Get the access code to shop the new promotion and deals online.,Rolling Stone,20-02-2025 00:48,http://www.rollingstone.com/product-recommendations/lifestyle/best-cariuma-shoes-sneakers-sale-discount-code-1235271992/,0.136363636,On Time,16,High,1.603315093,High
"Deadlineï¿½s Contenders Film: The Nominees Adds ï¿½Wickedï¿½ & ï¿½The Wild Robotï¿½, Sets Panelists","Universalï¿½s Wicked, Neonï¿½s Anora and Amazon MGM Studiosï¿½ Nickel Boys, all nominated in this yearï¿½s Best Picture Oscar race, are among the films set to take part in Deadlineï¿½s Contenders Film: The Nominees awards showcase on Saturday, February 8 beginning at 9ï¿½",Deadline,04-02-2025 04:16,http://deadline.com/2025/02/2025-contenders-film-the-nominees-movie-lineup-1236273674/,0.5,Delayed,26,Low,9.851011845,Medium
Pyramids of Plaine Magnien in Mauritius,"In the southeastern corner of Mauritius, a stoneï¿½s throw from the countryï¿½s primary airport and its oldest city, Mahebourg, seven mysterious basalt pyramids, around 20 meters tall, rise from fields of sugarcane. Visitors to the island are unlikely to miss theï¿½",Atlas Obscura,10-02-2025 23:30,https://www.atlasobscura.com/places/pyramids-of-plaine-magnien,-0.033333333,On Time,4,Medium,5.698614315,Medium
"Will Ferrell on ï¿½Will and Harperï¿½ Oscar Snub: ï¿½If Youï¿½re a Member of the Doc Branch, Suck Itï¿½",Will Ferrell jokingly blamed the 'doc branch' of the Academy for his failure to land an Oscar nod for 'Will & Harper',IndieWire,05-02-2025 02:30,https://www.indiewire.com/news/general-news/will-ferrell-blames-academy-doc-branch-will-and-harper-oscar-snub-1235091885/,-0.316666667,Delivered,25,High,8.703538992,High
How Many Oscars Will ï¿½Anoraï¿½ and ï¿½Conclaveï¿½ Win?,This week's 'Screen Talk' IndieWire podcast looks at Oscar odds for 'Anora' and 'Conclave' as well as some of the toughest-to-predict categories.,IndieWire,01-03-2025 01:45,https://www.indiewire.com/awards/predictions/how-many-oscars-will-anora-conclave-win-1235099889/,0.0,Delayed,13,Low,5.329368208,Medium
Deadline Launches Its Contenders Film: The Nominees Streaming Site,"Deadline on Monday launched the streaming site for Contenders Film: The Nominees, the annual showcase where the cast and creatives of some of this yearï¿½s Oscar-nominated films gather to take deeper dives into the making of their movies and the paths that got ï¿½",Deadline,10-02-2025 23:30,http://deadline.com/2025/02/2025-contenders-film-the-nominees-streaming-site-launches-1236284359/,0.0,On Time,12,Medium,9.998459838,Medium
Contenders Film: The Nominees Kicks Off Today As Awards Season Hits High Gear,"The awards season is winding down, the nominations are out and the final stretch of the race that concludes at the Dolby Theatre in Hollywood with the 97thï¿½annual Oscars is on. That means itï¿½s time for Deadlineï¿½s Contenders Film: The Nominees, our annual virtï¿½",Deadline,08-02-2025 22:00,http://deadline.com/2025/02/contenders-film-the-nominees-2025-livestream-lineup-1236276681/,-0.077777778,Delivered,7,High,1.886584726,High
